0.000000000E0	8.227507152E-4	2.528409953E-1	0
3.307856508E-2	1.113048784E-3	2.519701011E-1	1.808920787E-2
6.616816002E-2	1.113048784E-3	2.516798031E-1	3.773449656E-2
9.925775497E-2	3.145135267E-3	2.505186108E-1	1.275332547E-1
1.323363200E-1	8.660798577E-3	2.479059282E-1	2.258489240E-1
1.654259150E-1	1.678914451E-2	2.444223513E-1	3.087970124E-1
1.985044801E-1	2.753017306E-2	2.400678803E-1	4.121472874E-1
2.315940750E-1	4.146448037E-2	2.328104286E-1	5.261258397E-1
2.646726401E-1	5.917266257E-2	2.255529769E-1	6.199891956E-1
2.977622350E-1	7.949352740E-2	2.174246309E-1	6.802683111E-1
3.308518300E-1	1.012658826E-1	2.095865831E-1	7.353108230E-1
3.639303951E-1	1.256509204E-1	2.020388333E-1	8.108395961E-1
3.970199900E-1	1.532292369E-1	1.962328719E-1	8.705954671E-1
4.300985551E-1	1.825493419E-1	1.930395931E-1	9.254971682E-1
4.631881500E-1	2.141918314E-1	1.904269105E-1	9.267545743E-1
4.962667151E-1	2.438022344E-1	1.901366124E-1	8.997769961E-1
5.293563101E-1	2.737029355E-1	1.921686989E-1	9.057129011E-1
5.624459050E-1	3.036036366E-1	1.942007854E-1	8.955313253E-1
5.955244701E-1	3.329237416E-1	1.942007854E-1	8.777296295E-1
6.286140650E-1	3.616632504E-1	1.927492951E-1	8.866425909E-1
6.616926301E-1	3.912736534E-1	1.881045260E-1	9.260377503E-1
6.947822250E-1	4.214646526E-1	1.793955839E-1	9.966944004E-1
7.278607901E-1	4.531071421E-1	1.651709785E-1	1.081203532E0
7.609503851E-1	4.859108239E-1	1.483336905E-1	1.189275899E0
7.940289502E-1	5.242301690E-1	1.314964025E-1	1.276463997E0
8.271185451E-1	5.657427929E-1	1.207553740E-1	1.297958170E0
8.602081400E-1	6.098680994E-1	1.248195469E-1	1.295814874E0
8.932867051E-1	6.499292329E-1	1.370120658E-1	1.223696513E0
9.263763001E-1	6.865067896E-1	1.509463731E-1	1.157077339E0
9.594548651E-1	7.225037501E-1	1.613971036E-1	1.086504604E0
9.925444601E-1	7.564686242E-1	1.674933631E-1	1.025628716E0
1.025623025E0	7.901432002E-1	1.669127669E-1	1.052992261E0
1.058712620E0	8.258498626E-1	1.611068055E-1	1.078993755E0
1.091791185E0	8.595244386E-1	1.500754789E-1	1.136270951E0
1.124880780E0	8.972631876E-1	1.375926620E-1	1.223618373E0
1.157970375E0	9.367437250E-1	1.256904411E-1	1.296082221E0
1.191048940E0	9.802884353E-1	1.161106049E-1	1.343288032E0
1.224138535E0	1.024704040E0	1.129173261E-1	1.338126780E0
1.257217100E0	1.068829346E0	1.158203068E-1	1.303848338E0
1.290306695E0	1.110341970E0	1.233680566E-1	1.275791328E0
1.323396290E0	1.151564296E0	1.326575948E-1	1.211976927E0
1.356474855E0	1.188141853E0	1.428180272E-1	1.148828973E0
1.389553420E0	1.224719409E0	1.532687577E-1	1.110119886E0
1.422643015E0	1.258974582E0	1.622679978E-1	1.014999760E0
1.455732610E0	1.290036475E0	1.689448534E-1	9.757131200E-1
1.488811175E0	1.322259561E0	1.750411129E-1	9.757131200E-1
