0.000000000E0	-1.317149437E-3	2.523480687E-1	0
3.332701929E-2	6.411054222E-4	2.516975957E-1	9.640145054E-2
6.666515130E-2	4.558298709E-3	2.497441258E-1	1.905847329E-1
1.000032833E-1	1.174050330E-2	2.455102406E-1	3.011427064E-1
1.333303026E-1	2.283767959E-2	2.414435877E-1	4.074712606E-1
1.666684346E-1	3.654802699E-2	2.344433122E-1	4.884734625E-1
1.999954539E-1	5.254152399E-2	2.280979530E-1	5.709744980E-1
2.333335859E-1	7.147394131E-2	2.193087057E-1	6.634270835E-1
2.666606052E-1	9.366761030E-2	2.118279237E-1	7.414191201E-1
2.999987372E-1	1.186343344E-1	2.045131779E-1	7.912963959E-1
3.333257565E-1	1.445789897E-1	1.980151121E-1	8.431860850E-1
3.666638885E-1	1.737840422E-1	1.936411664E-1	9.107877216E-1
4.000020205E-1	2.049444444E-1	1.913899736E-1	9.067195481E-1
4.333290398E-1	2.341459082E-1	1.904417777E-1	9.054804647E-1
4.666671718E-1	2.653020381E-1	1.922688584E-1	9.166274434E-1
4.999941911E-1	2.951532913E-1	1.939314411E-1	8.961744908E-1
5.333323231E-1	3.250057408E-1	1.944521072E-1	8.907190336E-1
5.666593424E-1	3.545327829E-1	1.941567768E-1	8.900498876E-1
5.999974744E-1	3.842262029E-1	1.907621294E-1	9.155957695E-1
6.333356064E-1	4.145765898E-1	1.831267612E-1	9.641946201E-1
6.666626257E-1	4.450957471E-1	1.701082427E-1	1.052108088E0
7.000007577E-1	4.782285882E-1	1.536667088E-1	1.164404123E0
7.333277770E-1	5.147885462E-1	1.359237161E-1	1.242450705E0
7.666659090E-1	5.555837566E-1	1.240578805E-1	1.288455939E0
7.999929283E-1	5.999546889E-1	1.247568869E-1	1.279078305E0
8.333310603E-1	6.400736215E-1	1.355655685E-1	1.225157307E0
8.666691923E-1	6.780694594E-1	1.486558616E-1	1.149524014E0
9.000184370E-1	7.126410855E-1	1.602743876E-1	1.063868973E0
9.333343436E-1	7.464015001E-1	1.676506546E-1	1.032920573E0
9.666613629E-1	7.809844051E-1	1.685025384E-1	1.039197735E0
9.999994949E-1	8.155731204E-1	1.638079703E-1	1.064262699E0
1.033337627E0	8.504932244E-1	1.542198157E-1	1.109332116E0
1.066664646E0	8.863943356E-1	1.425119842E-1	1.173106090E0
1.100002778E0	9.247436072E-1	1.296647996E-1	1.261488614E0
1.133329797E0	9.671687599E-1	1.191057204E-1	1.312773785E0
1.166667929E0	1.010892979E0	1.142575913E-1	1.307371250E0
1.199994949E0	1.054283587E0	1.164237508E-1	1.303389646E0
1.233333081E0	1.097343320E0	1.229941040E-1	1.293133427E0
1.266693438E0	1.139259427E0	1.311945703E-1	1.226855937E0
1.299998232E0	1.176931567E0	1.418375576E-1	1.145132602E0
1.333325251E0	1.212810291E0	1.514998794E-1	1.100400647E0
1.366663383E0	1.247874044E0	1.605088229E-1	1.038436738E0
1.400001515E0	1.280002808E0	1.682096429E-1	9.616294702E-1
1.433328535E0	1.310338156E0	1.749297974E-1	9.276759860E-1
1.466666667E0	1.341003184E0	1.783876749E-1	9.276759860E-1
