2.840197143E-2	3.430976577E-3	2.525507585E-1	0
5.679447554E-2	3.497376309E-3	2.525566809E-1	1.717764064E-2
8.520591429E-2	4.231700008E-3	2.531083830E-1	2.981970417E-2
1.135889511E-1	5.150333736E-3	2.529254544E-1	6.945711350E-2
1.419909225E-1	7.723459849E-3	2.512743389E-1	1.661037559E-1
1.703928939E-1	1.323702742E-2	2.480642630E-1	2.914956272E-1
1.987853980E-1	2.242551364E-2	2.436632327E-1	4.262750711E-1
2.271873695E-1	3.522566605E-2	2.379337538E-1	5.176495309E-1
2.555798736E-1	4.911729024E-2	2.313389672E-1	6.090229469E-1
2.839818450E-1	6.691197919E-2	2.240634226E-1	7.513365905E-1
3.123743491E-1	8.879027169E-2	2.156248241E-1	8.207842125E-1
3.407763206E-1	1.111042830E-1	2.092279055E-1	8.860901257E-1
3.691782920E-1	1.370647170E-1	2.013759511E-1	9.769564477E-1
3.975707961E-1	1.649188297E-1	1.957127032E-1	1.021828919E0
4.259727675E-1	1.943750048E-1	1.922379181E-1	1.059671402E0
4.543652716E-1	2.249948429E-1	1.921176956E-1	1.078291783E0
4.827672431E-1	2.556140720E-1	1.927265140E-1	1.060992299E0
5.111597472E-1	2.852117909E-1	1.943551368E-1	1.038333931E0
5.395617186E-1	3.145182590E-1	1.955460914E-1	1.026827417E0
5.679636900E-1	3.435344510E-1	1.951329124E-1	1.027640157E0
5.963561941E-1	3.728433558E-1	1.934077035E-1	1.051833380E0
6.247581656E-1	4.028841037E-1	1.883295158E-1	1.099944737E0
6.531506697E-1	4.330760207E-1	1.768358903E-1	1.191028860E0
6.815526411E-1	4.653118106E-1	1.622819990E-1	1.308880366E0
7.099451452E-1	4.997378909E-1	1.439389226E-1	1.416761258E0
7.383471166E-1	5.386809786E-1	1.292448276E-1	1.493844163E0
7.667396208E-1	5.818458024E-1	1.225737153E-1	1.519977937E0
7.951415922E-1	6.250003918E-1	1.281504895E-1	1.494333911E0
8.235435636E-1	6.645029541E-1	1.418894756E-1	1.416963613E0
8.519360677E-1	7.007981020E-1	1.551883567E-1	1.320970414E0
8.803380392E-1	7.359298305E-1	1.648410588E-1	1.249664077E0
9.087305433E-1	7.703367825E-1	1.693898656E-1	1.217355841E0
9.371325147E-1	8.050413207E-1	1.667943157E-1	1.227730583E0
9.655344861E-1	8.393126987E-1	1.590951141E-1	1.280216021E0
9.939269902E-1	8.754817761E-1	1.487729494E-1	1.376379504E0
1.022328962E0	9.139858554E-1	1.359739950E-1	1.454966111E0
1.050721466E0	9.542391455E-1	1.237597354E-1	1.525604651E0
1.079123437E0	9.982797930E-1	1.159228888E-1	1.560582290E0
1.107515941E0	1.042460279E0	1.152307645E-1	1.556715173E0
1.135917913E0	1.086636987E0	1.190586935E-1	1.536990326E0
1.164319884E0	1.128914413E0	1.274050921E-1	1.476697352E0
1.192712388E0	1.168419899E0	1.376446819E-1	1.389308014E0
1.221114360E0	1.205155152E0	1.477361488E-1	1.321746057E0
1.249506864E0	1.240723940E0	1.578266409E-1	1.258009045E0
1.277908835E0	1.274106823E0	1.664572237E-1	1.184995486E0
1.306301339E0	1.306178773E0	1.734828201E-1	1.145146357E0
1.334703311E0	1.338106986E0	1.780295557E-1	1.145146357E0
