0.000000000E0	5.437652080E-3	2.514801660E-1	0
3.317355555E-2	5.437652080E-3	2.514801660E-1	4.986814333E-2
6.635817263E-2	8.020182393E-3	2.494110914E-1	1.186049664E-1
9.954278972E-2	1.267067131E-2	2.483741362E-1	1.883689009E-1
1.327163453E-1	1.886859526E-2	2.432016358E-1	2.898385561E-1
1.659009624E-1	2.920132045E-2	2.385429631E-1	3.938189725E-1
1.990745179E-1	4.263375159E-2	2.323316475E-1	4.982555478E-1
2.322591350E-1	5.916588869E-2	2.245676890E-1	6.013265697E-1
2.654326905E-1	7.938562721E-2	2.167899730E-1	6.664352732E-1
2.986173076E-1	1.007043866E-1	2.093932144E-1	7.297785722E-1
3.318019247E-1	1.253033298E-1	2.013789771E-1	8.063656210E-1
3.649754803E-1	1.525698482E-1	1.962333693E-1	8.701692695E-1
3.981600973E-1	1.822975745E-1	1.921111863E-1	9.066855419E-1
4.313336529E-1	2.124370025E-1	1.902441389E-1	9.147368335E-1
4.645182700E-1	2.429884274E-1	1.910423053E-1	9.242385103E-1
4.977028871E-1	2.737451867E-1	1.922504025E-1	9.003506773E-1
5.308764426E-1	3.026570362E-1	1.940749455E-1	8.751294605E-1
5.640499982E-1	3.317727443E-1	1.942590275E-1	8.837939205E-1
5.972346152E-1	3.612976452E-1	1.932125795E-1	8.873516644E-1
6.304081708E-1	3.904101064E-1	1.888858001E-1	9.042340028E-1
6.635927879E-1	4.199296942E-1	1.804579424E-1	9.694622576E-1
6.967774050E-1	4.508808665E-1	1.669030726E-1	1.064375028E0
7.299509605E-1	4.838803641E-1	1.504761787E-1	1.160929965E0
7.631355776E-1	5.203652323E-1	1.336366976E-1	1.245228030E0
7.963091331E-1	5.615699860E-1	1.223298793E-1	1.280943306E0
8.294937502E-1	6.048345767E-1	1.241440913E-1	1.275315549E0
8.626783673E-1	6.450311068E-1	1.364175141E-1	1.216509091E0
8.958519229E-1	6.815373748E-1	1.493087109E-1	1.129760912E0
9.290807861E-1	7.161968146E-1	1.601508444E-1	1.061163424E0
9.622100955E-1	7.498278117E-1	1.664828544E-1	1.030991963E0
9.953947126E-1	7.842743903E-1	1.664580601E-1	1.025665420E0
1.028568268E0	8.176920834E-1	1.613080248E-1	1.029915250E0
1.061752885E0	8.509011954E-1	1.512371973E-1	1.100250020E0
1.094937502E0	8.873897532E-1	1.395236951E-1	1.191306471E0
1.128111058E0	9.263386334E-1	1.276033827E-1	1.252913670E0
1.161295675E0	9.673386430E-1	1.167067903E-1	1.302529118E0
1.194469230E0	1.011418963E0	1.123692372E-1	1.319674505E0
1.227653848E0	1.054889035E0	1.147984191E-1	1.305179842E0
1.260827403E0	1.097542051E0	1.215340136E-1	1.259233888E0
1.294012020E0	1.136916210E0	1.307324394E-1	1.202922557E0
1.327185576E0	1.175265027E0	1.397265640E-1	1.146593499E0
1.360370193E0	1.210743590E0	1.491328331E-1	1.077606211E0
1.393554810E0	1.244376506E0	1.581303521E-1	1.027465034E0
1.426728365E0	1.276778448E0	1.661035608E-1	9.669172207E-1
1.459912983E0	1.306923780E0	1.724380797E-1	9.263992507E-1
1.493086538E0	1.337681129E0	1.744663335E-1	9.263992507E-1
